author,authorIsChannelOwner,comment
"bgmn nih?""",FALSE,Di kasih uang.. Kata nya gak mau. Udah siang. 😀😀 padahal bukan mobil saya aja yang lewat banyak.. Tapi yang kena saya.. Tolong provam anggota nya di seleksi
@djavu2007,FALSE,Saya kena tilang.. Di jalan tol jakarta-merak.. Gara gara jalur 3 padahal itu real ada perbaikan jalan.. Tapi tetep kena tilang elektronik.. Sama PJR NYA
"Jika kendaraan yang melanggar bukan milik kita. Contoh. Kendaraan menjiplak plat nomer kita. Dan kena e tilang. Apakah saya harus membayar pelanggaran. Padahal itu bukan motor saya?""",FALSE,Saya kemarin di poto oleh pak pol karna gak pake helem tapi saya cba cek gak ada ditilangnya
@UjangRohman-e7e,FALSE,Tpi saya dapat surat tilang tpi di cek di etle data tdk di tmukan
@UjangRohman-e7e,FALSE,Lah katanya dikirim surat cinta kepada pelanggar?
@abufikribinhakim,FALSE,Kalo untuk daerah serang Banten sama ga cek datanya di Polda metro jaya ? Apa ada link tersendiri?
"Tapi datanya terlambat nya terlalu udah lewat 15 hari""",FALSE,Kalo untuk daerah jawa timur gimana ngeceknya yaa? Mohon jawabannya
@abufikribinhakim,FALSE,Wilayah serang banten d mna??
@fakhrijafar4755,FALSE,Ada aplikasi aja gak biar praktis??
@imammahdi5312,FALSE,Cuman kepasar doang di suruh pakek hlem astagfirullah dan berseparu apa dengan Indonesia ini
@gugungunawan50,FALSE,Pungli gaya baru
@gugungunawan50,FALSE,GK bisa di buka
@nurdin0113,FALSE,Saya di madiun sedangkan motor plat kediri
@semarpetruk4853,FALSE,Cara cari cuan selain pajak kendaraan
@videobaee5439,FALSE,Untuk menghindari e tilang cukup copot no plat kendaraan anda🤣
@rindugaming640,FALSE,Yg di sorot plat nomor.
@mydmyn12345,FALSE,FALSE
@sofansantun9132,FALSE,WAP ya ko error sih
@glycyrrhizaglabra,plat nomor nya tiba2 jatuh d jalan dan kita gak tau kalo plat nomor jatuh.,hebat loh....gimana jika terekam motornya di tutup kain hitam....apa masih bisa di tilang?
@gakadanama4745,"kan gak bisa terdeteksi.""",Mantap
@lutfimarzuki3200,FALSE,Kalau denda tilang yang kita bayar itu masuk ke kas negara sebagai pendapatan non pajak ATAU masuk ke Kas kepolisian ya ?
@HariYanto-rh4gy,FALSE,SAMSAT DAN DAN PEMBUATAN SIM JUGA HARUS ADA CCTV WOYYYYYY
@kucingcantik4293,FALSE,Bagaimana cara identifikasi bentuk kendaraan bisa terdeteksi...pakai teknologi apa?
@DiraziFour,FALSE,"Kalau si plat no palsu lewat di dpn kamera atle langsung bunyi alrm,berarti no palsu nya harus ganti2 hehe"
@panudin1227,FALSE,"klo yg dipake plat palsu dengan motor yg tipenya sama gimana? jadi warna motor, jenis dan tipe sama."
@iqbal1855,FALSE,Thank pak Sambo do
Nah kalo misal nih,FALSE,Itu pa polisi sambooo
Terus kena pantau cctv tilang.,FALSE,"Setuju.. tapi supaya fair juga, kantor2 Pelayanan Polri seperti Samsat, pembuatan SIM dll dipasangin cctv yg bisa diakses masyarakat juga dong."
Nah sekarang apa yg mau d tilang kalo plat nomor nya terjatuh,FALSE,https://www.youtube.com/watch?v=W1EuhKiHBhA
@rokimofficial1538,FALSE,Sambo doooo
@kebusukan8410,FALSE,plat palsu yang tidak akan ditilang.orang data nya nggak valid. memang nya etle bisa stopin motor nya?.. judulnya heboh banget..
@koksiong9732,687,Kalau gak pakai plat kayak di daerah kami gmna y
@aguspurwanto8243,FALSE,bg mn jk plat yg satu hilang ..dan di ganti dg buatan K.5......?
@drivetour7721,FALSE,"Maksud nya nomor nya yg palsu ya,tidak sesuai data kepemilikan mobil/motor nya"
@john_accesz,FALSE,Sampah masyarakat
@didiksantoso5519,FALSE,Bisa jadi nanti banyak yg pajak d matikan karena tiba2 banyak denda tilang yg harus d bayar bersamaan dgn perpanjang TNKB .
@hurygame7163,FALSE,"rakyat selalu di cari"" kesalahanya,sedangkan mereka para aparat,pejabat yangbkorup yang pungli bebas menikmati hasilnya,sistem di upgrade namun koputor merajai negri,pemerintah aparat membuat banyak system namun mereka juga yang banyak melanggar dari aturan tersebut. negri ini terlalu banyak aturan."
@BINTANGJAYYA,FALSE,Bikin silau anjeng
@rudirudi8927,FALSE,Proyek polisi...biar dapat fulus...berapa harga CCTV..toh hasilnya sama dg tilang konvensional...cari kesalahan ...
@timothydarmawansijabat1638,FALSE,"Yang gak kalah penting,  kami didaerah kab.langkat khususnya di jalan binjai-bohorok/bukit lawang perlu sekali dan harus dipasang cctv pemantau tonase yang berlebih. Setiap kali setelah jalan diperbaiki/ di lapis aspal hotmix, cepat rusak lagi akibat tonase galian C/Muatan buah sawit/CPO  yang melambung. Berapa banyak kerugian negara akibat tidak terkontrolnya tonase."
"Jangan hanya masayarakat saja yang jadi """"sasaran"""" perkembangan tehknologi.""",FALSE,FALSE
@buzz7426,FALSE,Min klw plat no mati gimna?
@ahaikepo7984,FALSE,SAMBO lagi nih 🤫
@ardimanjunadilumbantobing9415,"maka sy perintahkan untuk menabur tonase galian C yg berlebih ke lubang lubang yg menganga.""",Terus waktu itu beneran Di tilang ga bang ? Soalnya saya tadi di foto polisi karena lawan arah
@iwansetiawan2941,FALSE,​ @Miku26-u4c  Hasilnya gmn bang skrng?
@ericklandon340,FALSE,Kakak bisa datang ke kepolisian terdekat. Disana nanti foto barcode lalu isi identitas sesuai KTP. Setelah itu nanti sama pihak kepolisian dikasih nomor untuk melakukan pembayaran denda di kantor pos. Kalo aku selang 10 hari dari pergi ke kantor polisi sampai waktu pembayaran denda di kantor pos.  Saya gak tahu tiap daerah sama ato enggak. Semoga membantu😊
@Putu_Rejo,FALSE,​ @rizalatul4208  kak kalo kita uda bikin konfirmasi tapi kita belum dapet kode briva nya gimana ya buat transfer nya
@djokopengelana513,FALSE,Palingan di skip bang. Biar gak repot²
@walangsungsang6382,FALSE,Pertanyaan saya juga
@Sophia_nolimittt,FALSE,"Sama saya tidak ada bls email atau SMS, ga tau kode Virtual BRIVA brp 😅"
@milatipujakesuma2718,FALSE,Itulah negri kita Tajam dibawah Tumpul diatas
@mychosenprophet8372,FALSE,Yg paling penting itu bikin alat pendeteksi Mafia yg ada di institusi kalian
Seandainya saya jadi men hub,FALSE,Saya fokus namanya 🤦🏻‍♀️
@Quotes.Motivation,FALSE,Apakah motor masuk jalur busway kena ETLE
@betabrexita8547,FALSE,Sambo
@Miku26-u4c,FALSE,Tertangkap kamera trus kirim team kejar.. kayak respon cepat aja. Paling pas nyampe sana orgnya dah menghilang 😂
@avaxia,FALSE,D jogja polisi tetep nilagin orang di perempatan lampu merah 😬😬😬
@rizalatul4208,FALSE,"saya setuju dengan aturan tersebut, akan tetapi lebih baik atasi korupsi dulu, dari dulu korupsi belum ada matinya, yang dirugikan banyak masyarakat, kasihan uang rakyat diambil begitu saja untuk keperluan pribadi ..."
@Warta-gt8rq,FALSE,secanggih apapun pasti ada kelemahan
@kan2agus,FALSE,... bohong.. mana mungkin sistem memantau tiap nomor dari ratusan kendaraan yg lewat.
@emibonica,FALSE,Akan muncul plat plat kembar tuh milk para pejabat.
@vinamorfinah,FALSE,Bukan plat palsu..tapi plat orang lain yg muncul...
@HabibiQolby99,FALSE,"Alat canggi seperti itu lebih baik di pergunakan untuk medeteksi pejabat yg koruptor makan uang rakyat,jangan cuma bisa di buat mengawasi pelangar lalu lintas, plat palsu,yg   tdk punya sim,plat mati."
@fatarbren,FALSE,"Kalo di perkotaan 👍👍👍 di lampu merah cocok itu sangat penting.tapi kalo di jalan persawaan dan perdesaan di kasi itu kurang tepat... Sama saja mencari kesalaan masyarakat.kasian yg mau braktifitas mau kesawa atau kepasar sekarang jadi takut...takut kena tilang onlain,, soalnya baru2 ini suda banya yg kena tilang.."
@faraniafarania8622,FALSE,Ajak p balap kalok di kejar😂
@juprisev5361,FALSE,"dari awal beli kendaraan aja, rakyat udah bayar pajak😂, ini masih diawasi semaksimal mungkin. denda pasti melimpah dong😂. terus dananya kemana yak? minyak masih mahal, pertamax mahal, listrik banyak denda. giliran rakyat minta minyak turun harga, eh kelapa sawit dimurahin. giliran rakyat pengen tau kinerja aparat, eh ngrekam aja gak boleh. belom lagi kita yg pernah didenda pln dengan tuduhan nyuri, itu tiang pada bediri dilahan orang oy, tanpa ada kompensasi atau sewa. apa sih maunya dari kita rakyat yg lapar ini?"
@jaydenholic8829,FALSE,Nyobak cctv ini bisa di gunakan untuk mendeteksi penjabat atau pegawai yg suka korupsi mungkin lebih muda untuk menangkapnya... jgn dipergunakan hanya untuk mendeteksi plat palsu dan pelangar saja.... maaf ini hanya saran dari sy rakyat kecil🙏🙏🙏
@terryhari7534,FALSE,Plat palsu tapi aktiv dikendaraan orang gimana yah
@ckrtzzz727,FALSE,Saatnya motor di trondoli
@asfailhami9844,FALSE,lama2 rakyat jadi gendeng
@asfailhami9844,FALSE,Coba pak cek W 1202 CF plat yang dipakai Ayla silver daera Gresik tapi go tembus dicek online sering mondar mandir daera Gresik bahkan disatpas 😭
@anugrahkhairani4595,FALSE,Bayar online lansung atau gmn bang
@angingunungistanagiribangu3327,FALSE,https://www.youtube.com/watch?v=3-5PtzG3obI
@angingunungistanagiribangu3327,FALSE,Aparat mungkin
@ariegaf9748,FALSE,"Karo patuhi protokol mas , maskeran ,"
@ariegaf9748,487,Pake plat nomer palsu yg asli simpen 😂
@officialmdhs9756,FALSE,"Mohon maaf mau nanya nih pak pol, saya kena tilang tgl 8 terus baru nerima suratnya tgl 16 gimana itu pak pok"
@agesaputra6782,FALSE,LANCAR SEKALI BAPAK INI MENJELASKANNYA YA???
@22joyo18,FALSE,https://www.youtube.com/watch?v=3-5PtzG3obI
@purwantoirvan9806,FALSE,Ahh gua selalu gagal lewat online
@achveri1118,FALSE,Udh 1 thn. Di konfirmasi ga ada balasan nya. 😂😂 Biarin aja. Tpi kmren byr pajak normal aja
@Bai-nf5hj,487,"Kalau kita belum dapat surat tilang, bagaimana mengurusnya?"
@zuliemmuhammad1805,FALSE,Berapa lama terima sms setelah konfirmasi?
@putramerbabu9122,FALSE,Klo udh konfirmasi online trus ngapain lagi?
"Soalnya baru kena jg e tilang terobos rambu""",FALSE,Saya abis beli motor second pas mau ganti nama ternyata di kena tilang itu bayarnya gmn ya kan saya g megang berkas tilangnya
@cv.yudistiraputrajaya4314,FALSE,Ga gampang bgt aja ..orang saya sdh isi data ..gd jawaban apa apa ..malah ada tulisan data tidak di temukan
@horeg478,FALSE,Bayar pajak malah dicekik
@yayanhernandez9479,FALSE,"saya baru pertama kali kena e tilang, tapii surat e tilang baru smpe ke syaa setelah 2 minggu dari jarak surat itu di kirimkan, lah apakah otomatis terblokir? kan saya tida tau apa apaaa, setelah saya konfirmasi tapi saya tida mendapat sms buat bayar dendanyaa sekrang suda 3 hari, trus saya haruss ke kantornya gitu? cape banget mana beda kabupaten makin sini makin ribet ajaaa bukannya mempermudah malah makin mempersulit dan lucunyaaa waktu itu yang nilangnya perciss di belkang saya bukan dari kamer cctv wkwk mungkin dia berkeliling tapi pakai kendaaraan pribadi sambil fto fto, tapi lucunyaaa yang ga pakai hlm pun orang daerah sekitar banyak bngettt malahan sama yang bawa kendaaraan nya pun pada ga pakai hlm, mungkin berhubung kendaraan saya plat no nyaa dsri daerah luar makannya kena fto wkwk aturan aturan skrang di buat hanya untuk memeras rakyat untuk uang saku pribadii wkwk makin  enek ajaa sama aturan aturan yang di buat hanya untuk kepentingan beberap pihak"
@chefiznuradabaongsaetik9305,FALSE,Di Batam ribet
@Brew2787,FALSE,"Website nya tidak bisa di akes, error terusss.. maksudnya biar datang atau gimana ya??😅😅"
"TAPI KENYATAAN NYA TIDAK SEPERTI ITU MUKIDI😢😢😢""",FALSE,"Pas bgt dy kena tilang mobile,mslhnya website nya semua error,dan sy sdh ke polres,di polres jg katanya error websitenya,pdhl bsk ud terakhir tgl konfirmasinya,tilang tgl 8,surat dtg tgl 14,batas konfirmasi tgl 16,tgl 15 dtg ke polres ngga bisa,gimana nih?"
@arlanapriyadi3065,FALSE,web nyaa eror yaa kg bisa di akses?
@OjolVlog46,FALSE,Barcode ga bisa link ga bisa
@ahmadlatif3765,FALSE,Lebh enak donk orang satlantasnya
@muhammadrasyid3363,FALSE,"Bang kl kena tilang elektronik  karena gx pake helm ,trs kita suruh datang ke polres trs kita gx punya sim apa denda nya nambah gx pas sidangnya apa cmn pelanggaran yg gx pake helm jg yg gx di bayar"
@muhammadrasyid3363,FALSE,hidup lagi susah2 nya 😢
@ayuwardatul8143,FALSE,Ini ga dapet surat ato yg lain ga ada hujan ga ada angin tau2 di blokir.... Ga jelas
@ghojinrosa511,FALSE,Apa perna tangkap begal kah.. terus ada info PHK polisi yg udah gk krja lg
@asepyusuf4612,FALSE,Kita bisa pake sepeda kkkkkkkk bebas karra polisi beraninya ama rakyat kecil padahal mereka d gaji dari uang takyat
@muhamadfahmialkahfi3337,FALSE,Narasinya ga sesuai dg praktek di lapangan.....
@notodiary5460,FALSE,https://www.youtube.com/watch?v=W1EuhKiHBhA
@iskandarmarbun4867,FALSE,ayo rame rame jual motor yuk....mari pake sepeda.....kalau pake sepeda kelak di atur juga bakan di tilang..... jalan kaki yuk....nti kalau di atur lagi jalan kaki harus gini gitu...tidur dirumah.....  kan tentram hidup kita.....gak semua aturan bisa menekan rakyat.....
@jodistefanus6599,FALSE,judulnya polisi memeras rakyat. itu faktanya. apa apa bayar. enak anda gajian . amazing cuan
@bayuismail4075,687,Masalahnya petugas nya tidak kompeten dalam mengamati cctv sehingga salah menentukan pelat kenderaan yang digunakan. Ini terjadi di Medan
@EZRAMV16,FALSE,Aku lepas aj plat nomer ku
@iwancds2713,FALSE,Sekalian untuk mobil yang menggunakan lampu strobo
@Jihanimuet-u8k,FALSE,Kok masih ada kiriman tilang
@faaizhabibi7975,FALSE,https://www.youtube.com/watch?v=W1EuhKiHBhA
@weha1807,FALSE,"Nek misal motor langka plate pien, wis motore baleng sing numpak baleng/bodong"
@Cindy_v-24,FALSE,Saya setuju dengan pemerintah diberlakukannya adanya jalan tol menggunakan kamera pemindai kecepatan.
@ezamaulana9810,687,https://www.youtube.com/watch?v=W1EuhKiHBhA
@ahmadnugi2738,FALSE,"geng motor, begal yg gitu2 ke detect camera ga ya? Disetiap sudut kota harus ada cctv jg untuk keamanan. Bukan untuk cari uang."
"Itu bahasa halusnya""",FALSE,Coba indonesia punya alat lebih canggih untuk menangkap basah para koruptor😍 itu yg lebih dibutuhkan dinegeri ini
@kebusukan8410,687,"Misal No TNKB nya di palsukan dg nomer mobil yg sama sejenis sampe warna nya pun sama, apakah ter indikasi pak? Takut nya ada oknum yg menyamakan plat buat jalan & melanggar. Dan padahal pemilik mobil atau plat yg asli tidak melakukan perjalanan apalagi melanggar."
@ameliyqiskandar3757,FALSE,https://www.youtube.com/watch?v=W1EuhKiHBhA
@willisaruan8698,FALSE,Semoga Indonesia ke depan agar lebih baik 👍
@pengamengaming9535,FALSE,apakah gambar yang tercapture oleh kamera itu sesuai tidak dengan data base.... Kenyataannya kejadian yg sy alami pd saat perpanjangan STNK tgl 8 April 2022 mobil sy terblokir dan terindikasi ETLE. Saat sy coba klarifikasi d Gakkum Pancoran d perlihatkan mobil (Avanza) yg melakukan pelanggaran lalin memalsukan plat mobil sy (Luxio) dengan nopol yg sama. Apa petugas kepolisian d back office tidak bisa membedakan jenis mobil tsb hingga sy sbg korban hrs d rugikan waktu dan biaya plus2 lainnya hny u/ mengklarifikasi hal tsb? Bpk Dirlantas POLDA Metro Jaya Yth bagaimanapun anda menempatkan alat tercanggih sekalipun tp kl SDM yg d tugaskan tdk kompeten hal tsb sy rasa sia2 belaka.. STNK sy baru selesai perpanjangan hr ini tgl 14 April 2022.
@sugiice3623,687,Besok pasti ada yg jual plat anti etle 🤣🤣
@herisubiyantoro102,FALSE,Coba kita pikir kalau yang kena tilang anak penjabat atau anak polri apakah ditindak ?????
Unit beda tapi tilang tetep dikirim,FALSE,FALSE
Mohon kedepannya  dicek,FALSE,Polri cari Kesalahan Pengendara !!!
"Agar masyarakat tak perlu repot akan apa yg bukan pelanggarannya""",FALSE,https://www.youtube.com/watch?v=W1EuhKiHBhA
@widodoarianto6812,"Pos polisi Kosong tidak pernah lihat Polisi di Pos Polisi ??""","Pemalsuan ini biasanya duplikasi nopol dr kendaraan yg sejenis, warna dll yg sama.. yg databasenya sama, sptnya kalau di waktu bersamaan kedua kend terdeteksi di dua kamera berbeda baru ketahuan.. makanya yg kedetect kamera msh sedikit. Imho"
@idecoba-coba6656,FALSE,Negara
tujuannya agar jalan tol dapat digunakan dengan semestinya dan digunakan dengan kecepatan yg standar nantinya mengurangi efek kecelakaan.,687,"Ini mmg akan jd salah satu kelemahan dari sisitem ini, mungkin solusinya TNKB harus dilengkapi chip resmi yg bisa di deteksi.."
Serta mengurangi juga petugas polisi yg selalu berada dijalan tol karna mulai sekarang mereka tidak perlu lagi repot2 mengejar2 kendaraan besar dan kecil lagi dijalan Tol karna sudah ada kamera pengintai.,FALSE,Gimna kak?
Terima kasih,FALSE,😆
"Hihihiiii""",FALSE,Ad yg lupa!!! Di high way / TOL ad juga tu TOP/MAX SPPED dan LOW/MIN SPPED !!!! Aparat harus TILANG JUGA YANG MIN SPPED 60km/jam !!!!
@hanandaoblongata6318,FALSE,Alhamdulillah saya ga pernah kena tilang walau ga punya SIM berikut motornya. 🤣🤣🤣🤣🤣
@torangmakassar5265,FALSE,Meresahkan lebih mengerikan dari pungli😌
@janokokuncoro1658,FALSE,"mau nanya, apakah pengecekan kena e tilang atau tidak bisa di lakukan di hari pelanggaran itu juga?"
"Mhn pencerahan nya""",FALSE,Wilayah jatim apa link nya sama itu juga?
@rohmanrohman6530,FALSE,mau nanya ya.saya kan lewat lampu merah trus saat melintas di tengah lampu sudah merah jadi terpasa terus.paka itu pelanggaran .
@sobarisobari5986,FALSE,Kalau jawa timur gimana
@gpn-,FALSE,"Dengan banyaknya etilang, orang nambah mlz byar pajak kendaraan cz sblm byr pajak kendaraan pasti hrs byar denda tilang nya dlu..."
@andrisetiawan7164,FALSE,Spertinya system surat menyurat belum siap. Masih kacau.
Jangan mencari kesalaham orang kecil pak polisi !!! Atur dulu lalu lintas nya biar gak macet !!! Sekarang ada nya CCTV,FALSE,Apa hasil nya real time?
@andrisetiawan7164,FALSE,bang klo kena jepret nya mlm hari apa bsa di cek saat itu jg?
Kalau Kendaraan Hilang kok gak isa Cari ya ????,FALSE,Untuk jawa tengah wabny ap
Kalau misalnya yang bawa kendaraan itu adalah anak penjabat / Polri yang melanggar apa masih Diproses !!! Kalau iya mana bukti nya Kita sama2 Jujur aja ?,FALSE,untuk daerah bandung??
Dijalan2 Sekarang Polisi lalin tidak pernah mengatur Lalin !!!,FALSE,Bisa berguna neh kalau mau beli kendaraan second. Di cek dulu kendaraan nya bermasalah ga. Tapi ribet masukin nomor rangka dan mesin. Harusnya plat nomor saja cukup!
"Terima kasih""",FALSE,Apa ada yang tau?  Tilang elektronik beroperasi sampe malem gak yah? Jam 10 malam
@jonikoto2138,FALSE,"W sich kurang setuju,trus kerjaan pak pol di ganti kamera gitu, bukannya menolak modernisasi, dikarenakan secanggih canggihnya suatu alat tetap aja buatan manusia yg lemah,masih mending manusia yg jaga , karena selemah lemahnya Manusia ada beberapa pekerjaan yg tidak bisa dilakukan oleh alat/mesin yg tidak bisa membedakan kondisi psikis seseorang"
@brianrn9454,FALSE,"Ribet. Lebih baik menggunakan layanan SMS, sehingga Pelanggar tau kesalahan dan ada buktinya berupa SMS, kalo seperti itu justru malah menyebabkan orang memiliki denda tilang yang banyak karena sibuk dan tidak sempat ngecek"
@ekosmoraace9071,FALSE,Tilang elektronik mksdnya gmna sih msih bingung 😁 kan gaada yg ditahan baik sim atau stnk motornya?
@Warta-gt8rq,FALSE,"Jadi bikin banyak polisi malas,.."
@residivisblongkiri,FALSE,Kalau Ada uang Jalan pasti dicari tapi belum tentu Ada hasilnya Akhirnya minta uang lagi gitu terus sampai uang habis Baru berhenti
@Obelixstrap,FALSE,3 hari
@handienzcreator6840,FALSE,Bener pak
@sherinMaximalproduction,FALSE,"Itu krn ga singkron dan berbeda, kalau clone misal si A mobil warna hitam jenis sama dgn si B trus di clone sama tindak si A plat si B krn warna warna sama jenis sama itu kebacanya gmn sedangkan plat jenis mobil sama bedanya kan di no rangka dan mesin baru kliatan, bukan plat palsu yg jelas tidak sama ini plat palsu tapi menyamakan org tak bertanggung jawab (namanya juga org indonesia)"
